animal,3.779,ʒanwar,hajvɔn
animal,3.8245,ʒanwar,hajvʊn
animal,3.131,ʒanwar,hajwon
animal,3.9312,ʒanwar,hajvun
animal,3.7581,ʒanwar,hajβɔn
animal,3.0308,ʒanwar,hajwɔn
animal,4.9018,ʒanwar,zindene
animal,3.779,ʒanwar,hajvɔ̃n
animal,3.8792,ʒanwar,hajvon
animal,0.6667,hajβɔn,hajvɔn
animal,1.3559,hajβɔn,hajvʊn
animal,1.4689,hajβɔn,hajwon
animal,1.4875,hajβɔn,hajvun
animal,0.0,hajβɔn,hajβɔn
animal,0.7274,hajβɔn,hajwɔn
animal,4.8303,hajβɔn,zindene
animal,0.6667,hajβɔn,hajvɔ̃n
animal,1.4083,hajβɔn,hajvon
animal,4.1667,maw,hajvɔn
animal,4.1449,maw,hajvʊn
animal,3.487,maw,hajwon
animal,4.0778,maw,hajvun
animal,4.1713,maw,hajβɔn
animal,3.5334,maw,hajwɔn
animal,5.5994,maw,zindene
animal,4.1667,maw,hajvɔ̃n
animal,4.0814,maw,hajvon
animal,4.1245,mal,hajvɔn
animal,4.1027,mal,hajvʊn
animal,4.1086,mal,hajwon
animal,4.0365,mal,hajvun
animal,4.1291,mal,hajβɔn
animal,4.1549,mal,hajwɔn
animal,5.5573,mal,zindene
animal,4.1245,mal,hajvɔ̃n
animal,4.0782,mal,hajvon
animal,0.7415,hajvon,hajvɔn
animal,0.6085,hajvon,hajvʊn
animal,0.7482,hajvon,hajwon
animal,0.7066,hajvon,hajvun
animal,1.4083,hajvon,hajβɔn
animal,1.4898,hajvon,hajwɔn
animal,4.9059,hajvon,zindene
animal,0.7415,hajvon,hajvɔ̃n
animal,0.0,hajvon,hajvon
animal,4.6374,ʒanɨβar,hajvɔn
animal,4.6829,ʒanɨβar,hajvʊn
animal,4.7963,ʒanɨβar,hajwon
animal,4.7896,ʒanɨβar,hajvun
animal,3.9706,ʒanɨβar,hajβɔn
animal,4.6961,ʒanɨβar,hajwɔn
animal,5.52,ʒanɨβar,zindene
animal,4.6374,ʒanɨβar,hajvɔ̃n
animal,4.7376,ʒanɨβar,hajvon
animal,3.6975,ʒanβar,hajvɔn
animal,3.743,ʒanβar,hajvʊn
animal,3.8583,ʒanβar,hajwon
animal,3.8497,ʒanβar,hajvun
animal,3.0308,ʒanβar,hajβɔn
animal,3.7581,ʒanβar,hajwɔn
animal,4.896,ʒanβar,zindene
animal,3.6975,ʒanβar,hajvɔ̃n
animal,3.7977,ʒanβar,hajvon
animal,1.5017,hajwan,hajvɔn
animal,1.5472,hajwan,hajvʊn
animal,0.8537,hajwan,hajwon
animal,1.6539,hajwan,hajvun
animal,1.4808,hajwan,hajβɔn
animal,0.7535,hajwan,hajwɔn
animal,4.8774,hajwan,zindene
animal,1.5017,hajwan,hajvɔ̃n
animal,1.6019,hajwan,hajvon
animal,1.6143,ajvan,hajvɔn
animal,1.6598,ajvan,hajvʊn
animal,2.4627,ajvan,hajwon
animal,1.7665,ajvan,hajvun
animal,2.281,ajvan,hajβɔn
animal,2.3625,ajvan,hajwɔn
animal,4.9522,ajvan,zindene
animal,1.6143,ajvan,hajvɔ̃n
animal,1.7145,ajvan,hajvon
animal,5.4522,ʤanɨβar,hajvɔn
animal,5.4978,ʤanɨβar,hajvʊn
animal,5.6111,ʤanɨβar,hajwon
animal,5.6045,ʤanɨβar,hajvun
animal,4.7855,ʤanɨβar,hajβɔn
animal,5.5109,ʤanɨβar,hajwɔn
animal,6.3348,ʤanɨβar,zindene
animal,5.4522,ʤanɨβar,hajvɔ̃n
animal,5.5524,ʤanɨβar,hajvon
animal,2.281,ajβan,hajvɔn
animal,2.3266,ajβan,hajvʊn
animal,2.4419,ajβan,hajwon
animal,2.4333,ajβan,hajvun
animal,1.6143,ajβan,hajβɔn
animal,2.3417,ajβan,hajwɔn
animal,4.9533,ajβan,zindene
animal,2.281,ajβan,hajvɔ̃n
animal,2.3813,ajβan,hajvon
animal,1.4202,hajβan,hajvɔn
animal,1.4657,hajβan,hajvʊn
animal,1.581,hajβan,hajwon
animal,1.5724,hajβan,hajvun
animal,0.7535,hajβan,hajβɔn
animal,1.4808,hajβan,hajwɔn
animal,4.8715,hajβan,zindene
animal,1.4202,hajβan,hajvɔ̃n
animal,1.5204,hajβan,hajvon
animal,1.26,hajwɒn,hajvɔn
animal,1.4282,hajwɒn,hajvʊn
animal,0.7426,hajwɒn,hajwon
animal,1.5754,hajwɒn,hajvun
animal,1.2391,hajwɒn,hajβɔn
animal,0.5118,hajwɒn,hajwɔn
animal,4.8451,hajwɒn,zindene
animal,1.26,hajwɒn,hajvɔ̃n
animal,1.4909,hajwɒn,hajvon
animal,0.7482,hajwɔn,hajvɔn
animal,1.4374,hajwɔn,hajvʊn
animal,0.7415,hajwɔn,hajwon
animal,1.569,hajwɔn,hajvun
animal,0.7274,hajwɔn,hajβɔn
animal,0.0,hajwɔn,hajwɔn
animal,4.8362,hajwɔn,zindene
animal,0.7482,hajwɔn,hajvɔ̃n
animal,1.4898,hajwɔn,hajvon
animal,0.0,hajvɔn,hajvɔn
animal,0.6892,hajvɔn,hajvʊn
animal,1.4898,hajvɔn,hajwon
animal,0.8208,hajvɔn,hajvun
animal,0.6667,hajvɔn,hajβɔn
animal,0.7482,hajvɔn,hajwɔn
animal,4.8292,hajvɔn,zindene
animal,0.0,hajvɔn,hajvɔ̃n
animal,0.7415,hajvɔn,hajvon
ashes,5.9474,kʉl,xɔkiʃtar
ashes,5.916,kʉl,xɔkistar
ashes,5.0301,kʉl,xɔkstar
ashes,5.8696,kʉl,xokistar
ashes,4.9837,kʉl,xokstar
ashes,5.9234,kʉl,xɔkɪstar
ashes,0.7592,kʉl,kul
ashes,5.9474,kʉł,xɔkiʃtar
ashes,5.916,kʉł,xɔkistar
ashes,5.0301,kʉł,xɔkstar
ashes,5.8696,kʉł,xokistar
ashes,4.9837,kʉł,xokstar
ashes,5.9234,kʉł,xɔkɪstar
ashes,0.7592,kʉł,kul
ashes,5.8946,kyl,xɔkiʃtar
ashes,5.8632,kyl,xɔkistar
ashes,5.0559,kyl,xɔkstar
ashes,5.8169,kyl,xokistar
ashes,5.0096,kyl,xokstar
ashes,5.9284,kyl,xɔkɪstar
ashes,0.7629,kyl,kul
ashes,6.6063,gyl,xɔkiʃtar
ashes,6.5749,gyl,xɔkistar
ashes,5.7414,gyl,xɔkstar
ashes,6.5285,gyl,xokistar
ashes,5.7095,gyl,xokstar
ashes,6.6401,gyl,xɔkɪstar
ashes,1.5496,gyl,kul
ashes,6.6279,gʉl,xɔkiʃtar
ashes,6.5965,gʉl,xɔkistar
ashes,5.722,gʉl,xɔkstar
ashes,6.5501,gʉl,xokistar
ashes,5.6778,gʉl,xokstar
ashes,6.635,gʉl,xɔkɪstar
ashes,1.5459,gʉl,kul
ashes,6.0383,kul,xɔkiʃtar
ashes,6.0069,kul,xɔkistar
ashes,5.1226,kul,xɔkstar
ashes,5.9605,kul,xokistar
ashes,5.0763,kul,xokstar
ashes,6.0571,kul,xɔkɪstar
ashes,0.0,kul,kul
ashes,6.0794,pʲepʲɛl,xɔkiʃtar
ashes,6.0479,pʲepʲɛl,xɔkistar
ashes,5.1222,pʲepʲɛl,xɔkstar
ashes,6.0492,pʲepʲɛl,xokistar
ashes,5.1989,pʲepʲɛl,xokstar
ashes,5.9662,pʲepʲɛl,xɔkɪstar
ashes,3.1823,pʲepʲɛl,kul
autumn,5.9157,kʉz̥,tiramɔh
autumn,5.0549,kʉz̥,tiramɔ
autumn,4.1655,kʉz̥,tramɔ
autumn,4.0549,kʉz̥,tirmɔ
autumn,4.0818,kʉz̥,tirma
autumn,5.93,gyz̥,tiramɔh
autumn,5.0691,gyz̥,tiramɔ
autumn,4.1525,gyz̥,tramɔ
autumn,4.1331,gyz̥,tirmɔ
autumn,4.16,gyz̥,tirma
autumn,5.8629,kyz̥,tiramɔh
autumn,5.0021,kyz̥,tiramɔ
autumn,4.1913,kyz̥,tramɔ
autumn,4.0021,kyz̥,tirmɔ
autumn,4.029,kyz̥,tirma
autumn,5.9041,gʉz̥,tiramɔh
autumn,5.0433,gʉz̥,tiramɔ
autumn,4.1267,gʉz̥,tramɔ
autumn,4.1859,gʉz̥,tirmɔ
autumn,4.2128,gʉz̥,tirma
autumn,5.9911,kuz̥,tiramɔh
autumn,5.1458,kuz̥,tiramɔ
autumn,4.2484,kuz̥,tramɔ
autumn,4.1458,kuz̥,tirmɔ
autumn,4.1727,kuz̥,tirma
autumn,5.93,kʊz,tiramɔh
autumn,5.0772,kʊz,tiramɔ
autumn,4.1514,kʊz,tramɔ
autumn,4.1362,kʊz,tirmɔ
autumn,4.1632,kʊz,tirma
back,4.1884,arqa,puʃt
back,5.4254,arqa,taxtapyst
back,5.0167,arqa,mijɔn
back,5.4219,arqa,taxtapuʃt
back,5.1689,arqa,mijun
back,5.0623,arqa,mijʊn
back,4.0416,arqa,pəʃt
back,5.4568,arqa,taxtapyʃt
back,4.0452,arqa,pɪʃt
back,4.0959,arqa,pʉʃt
back,0.0,arqa,arqa
back,0.8262,arqa,arχa
back,4.2556,ʒawrn,puʃt
back,6.441,ʒawrn,taxtapyst
back,4.2836,ʒawrn,mijɔn
back,6.3134,ʒawrn,taxtapuʃt
back,3.2771,ʒawrn,mijun
back,4.2094,ʒawrn,mijʊn
back,4.2646,ʒawrn,pəʃt
back,6.4303,ʒawrn,taxtapyʃt
back,4.2682,ʒawrn,pɪʃt
back,4.3188,ʒawrn,pʉʃt
back,3.6715,ʒawrn,arqa
back,3.654,ʒawrn,arχa
back,3.2276,bʲɪl,puʃt
back,7.2802,bʲɪl,taxtapyst
back,3.8878,bʲɪl,mijɔn
back,7.1063,bʲɪl,taxtapuʃt
back,3.8226,bʲɪl,mijun
back,3.8888,bʲɪl,mijʊn
back,3.0409,bʲɪl,pəʃt
back,7.2936,bʲɪl,taxtapyʃt
back,2.3875,bʲɪl,pɪʃt
back,3.0939,bʲɪl,pʉʃt
back,4.0896,bʲɪl,arqa
back,4.2377,bʲɪl,arχa
back,4.3783,arχa,puʃt
back,5.6153,arχa,taxtapyst
back,5.0325,arχa,mijɔn
back,5.6118,arχa,taxtapuʃt
back,5.1847,arχa,mijun
back,5.078,arχa,mijʊn
back,4.2315,arχa,pəʃt
back,5.6467,arχa,taxtapyʃt
back,4.2351,arχa,pɪʃt
back,4.2858,arχa,pʉʃt
back,0.8262,arχa,arqa
back,0.0,arχa,arχa
back,3.2475,bʲel,puʃt
back,7.2805,bʲel,taxtapyst
back,3.8885,bʲel,mijɔn
back,7.1067,bʲel,taxtapuʃt
back,3.8422,bʲel,mijun
back,3.9084,bʲel,mijʊn
back,3.0535,bʲel,pəʃt
back,7.294,bʲel,taxtapyʃt
back,2.9743,bʲel,pɪʃt
back,3.1326,bʲel,pʉʃt
back,4.0899,bʲel,arqa
back,4.238,bʲel,arχa
back,4.1592,dɒlɨ,puʃt
back,7.0019,dɒlɨ,taxtapyst
back,3.9557,dɒlɨ,mijɔn
back,7.0951,dɒlɨ,taxtapuʃt
back,4.0037,dɒlɨ,mijun
back,3.9539,dɒlɨ,mijʊn
back,4.0239,dɒlɨ,pəʃt
back,7.0333,dɒlɨ,taxtapyʃt
back,4.0536,dɒlɨ,pɪʃt
back,4.1052,dɒlɨ,pʉʃt
back,3.8772,dɒlɨ,arqa
back,4.0253,dɒlɨ,arχa
back,4.2377,dalɨ,puʃt
back,6.257,dalɨ,taxtapyst
back,4.0022,dalɨ,mijɔn
back,6.3501,dalɨ,taxtapuʃt
back,4.0501,dalɨ,mijun
back,4.0003,dalɨ,mijʊn
back,4.0908,dalɨ,pəʃt
back,6.2884,dalɨ,taxtapyʃt
back,4.0945,dalɨ,pɪʃt
back,4.1451,dalɨ,pʉʃt
back,3.1322,dalɨ,arqa
back,3.2803,dalɨ,arχa
back,3.8976,kyløk,puʃt
back,6.9174,kyløk,taxtapyst
back,3.8268,kyløk,mijɔn
back,6.9139,kyløk,taxtapuʃt
back,3.9133,kyløk,mijun
back,3.7847,kyløk,mijʊn
back,3.8342,kyløk,pəʃt
back,6.9488,kyløk,taxtapyʃt
back,3.8461,kyløk,pɪʃt
back,3.7274,kyløk,pʉʃt
back,4.6107,kyløk,arqa
back,4.7588,kyløk,arχa
back,6.1686,ʒawɔrɨn,puʃt
back,6.323,ʒawɔrɨn,taxtapyst
back,4.3493,ʒawɔrɨn,mijɔn
back,6.5089,ʒawɔrɨn,taxtapuʃt
back,5.0152,ʒawɔrɨn,mijun
back,4.9654,ʒawɔrɨn,mijʊn
back,6.1265,ʒawɔrɨn,pəʃt
back,6.3265,ʒawɔrɨn,taxtapyʃt
back,6.1599,ʒawɔrɨn,pɪʃt
back,6.2054,ʒawɔrɨn,pʉʃt
back,5.251,ʒawɔrɨn,arqa
back,5.1714,ʒawɔrɨn,arχa
back,6.9961,ʤawɔrən,puʃt
back,7.2194,ʤawɔrən,taxtapyst
back,5.1768,ʤawɔrən,mijɔn
back,7.3172,ʤawɔrən,taxtapuʃt
back,5.8237,ʤawɔrən,mijun
back,5.6834,ʤawɔrən,mijʊn
back,6.954,ʤawɔrən,pəʃt
back,7.2229,ʤawɔrən,taxtapyʃt
back,6.9874,ʤawɔrən,pɪʃt
back,7.0329,ʤawɔrən,pʉʃt
back,6.0302,ʤawɔrən,arqa
back,5.9505,ʤawɔrən,arχa
